title,tag,info,comments,content
詹森艺术史（插图第7版）,豆瓣图书标签: 艺术史,H.W.詹森(H.W.Janson)、A.F.詹森(A.F.Janson)、J.E.戴维斯(J.E.Davies)等 / 艺术史组合翻译实验小组 / 世界图书出版公司 / 2013-7 / 698.00元,(623人评价),"◎享誉全球五十载的艺术史划时代巨著
◎叙述时间跨度最长，门类最齐，插图最丰富的单卷本艺术史
◎艺术通史著作的典范，畅销半世纪的艺术类图书
本书是一部艺术通史..."
里帕图像手册,豆瓣图书标签: 艺术史,[意]切萨雷·里帕（Cesare Ripa） / [英]P.坦皮斯特、李骁 中译、陈平 校译 / 北京大学出版社 / 2019-8 / 72.00,(15人评价),《里帕图像手册》是西方世界影响最为深远的一部图像志手册，首版于1593年。它不仅是当时艺术家、诗人以及艺术爱好者人手必备的参考书，也是后世艺术史研究者描述与...
图说敦煌二五四窟,豆瓣图书标签: 艺术史,陳海濤、陳琦 / 生活·读书·新知三联书店 / 2017-11 / 96.00元,(747人评价),敦煌莫高窟是中国古代艺术的宝库，完整保存了自北凉到元代绵延一千余年的佛教石窟艺术，至今仍有492座洞窟存留壁画及彩塑。本书旨在以一座曾令张大千、常书鸿、董希...
美术馆里聊怪咖,豆瓣图书标签: 艺术史,[日] 山田五郎、[日] 古山淳子 / 汪婷 / 湖南美术出版社 / 2017-12 / 68.00元,(2115人评价),"一本贱萌贱萌的艺术史
蛇精病的外表，史学家的灵魂
.....................
※编辑推荐※
♚ 一档艺术家们的吐槽大会，12位具有代表性的蛇..."
世界美术名作二十讲,豆瓣图书标签: 艺术史,傅雷 / 江苏凤凰文艺出版社 / 2017-4-1 / CNY 68.00,(1242人评价),书中围绕文艺复兴以来西方近二十位艺术大师及其名作展开讨论，着重介绍了文艺复兴初期自乔托以来，经过“三杰”（达•芬奇米开朗琪罗、拉斐尔），十七世纪的伦勃朗、鲁...
中国艺术史,豆瓣图书标签: 艺术史,[英]迈克尔·苏立文（Michael Sullivan） / 徐坚 / 上海人民出版社 / 2014-4-1 / 79.00,(747人评价),"最好的中国艺术史入门书，牛津、耶鲁、普林斯顿沿用40年之经典读本
牛津大学荣休院士、中国艺术史权威 迈克尔·苏立文院士 继《20世纪中国艺术与艺术家》之后又..."
日本美术史,豆瓣图书标签: 艺术史,徐小虎 / 广西师范大学出版社 / 2019-6 / 148.00,(24人评价),本书以时间为脉络，介绍日本艺术从远古时代到20世纪末的发展历程，为初学者传递日本之“美”。尤具特色的是，作者参照广阔的中、西文化背景，重点关注日本各个时代最...
明亮的泥土,豆瓣图书标签: 艺术史,[英] 菲利普·鲍尔 / 何本国 / 译林出版社 / 2018-3 / 88.00元,(154人评价),"每位艺术家，都与他那个时代的颜色有一份属于自己的约定。
一部揭示艺术、科学与文化协同演进历程的力作，美术史学家范景中作序推荐 。
▼内容简介
艺术史的书写向..."
詹森艺术史（插图第7版）,豆瓣图书标签: 艺术史,[美] H. W. 詹森、J. E. 戴维斯 / 艺术史组合翻译实验小组 / 后浪丨湖南美术出版社 / 2017-10 / 888.00元,(154人评价),"享誉全球五十载的艺术史划时代巨著
………………
※编辑推荐※
★ 艺术史大家 H. W. 詹森 倾力撰写，完整梳理三万年西方艺术发展历程，艺术通史的标杆之作..."
艺术哲学,豆瓣图书标签: 艺术史,(法)丹纳 / 傅雷 / 生活·读书·新知三联书店 / 2016-10-1 / 58.00,(276人评价),《艺术哲学》是“一部有关艺术、历史及人类文化的巨著”，“采用的不是一般教科书的形式，而是以渊博精深之见解指出艺术发展的主要潮流”。丹纳主张研究学问，应“从事...
如何看懂艺术,豆瓣图书标签: 艺术史,翁昕 / 未读·艺术家·北京联合出版公司 / 2018-4 / 68.00元,(735人评价),"为什么众多艺术巨匠最好的年华都留在了罗马？
古希腊雕塑和罗马雕塑有什么不一样？
到底是谁开启了文艺复兴的盛世？
雕塑家米开朗琪罗说画天顶画纯属被逼无奈？
达..."
﻿人类简史,豆瓣图书标签: 人文,[以色列] 尤瓦尔·赫拉利 / 林俊宏 / 中信出版社 / 2014-11 / CNY 68.00,(95816人评价),"十万年前，地球上至少有六种不同的人
但今日，世界舞台为什么只剩下了我们自己？
从只能啃食虎狼吃剩的残骨的猿人，到跃居食物链顶端的智人，
从雪维洞穴壁上的原始..."
秘境,豆瓣图书标签: 人文,[美] 乔舒亚·福尔、迪伦·图拉斯、埃拉·莫顿 / 张依玫 / 后浪丨民主与建设出版社 / 2019-7 / 198.00元,(221人评价),"比梦境更离奇的全球隐秘之地
风趣与格调并存的旅行书
美国亚马逊地理类/旅游类畅销书榜首
《纽约时报》年度畅销书
◎ 编辑推荐
☆ 人类自古就着迷于非凡之境，..."
菊与刀,豆瓣图书标签: 人文,（美）鲁思・本尼迪克特 / 吕万和、熊达云、王智新 / 商务印书馆 / 1990-6 / 16.00,(48141人评价),“菊”本是日本皇室家徽，“刀”是武士道文化的象征。美国人类学家鲁思・本尼迪克特用《菊与刀》来揭示日本人的矛盾性格亦即日本文化的双重性(如爱美而黩武、尚礼而好...
未来简史,豆瓣图书标签: 人文,[以色列] 尤瓦尔·赫拉利 / 林俊宏 / 中信出版集团 / 2017-2 / 68.00元,(32215人评价),进入21世纪后，曾经长期威胁人类生存、发展的瘟疫、饥荒和战争已经被攻克，智人面临着新的待办议题：永生不老、幸福快乐和成为具有“神性”的人类。在解决这些新问题...
美的历程,豆瓣图书标签: 人文,李泽厚 / 生活·读书·新知三联书店 / 2009-1-1 / 43.00元,(11446人评价),本书是中国美学的经典之作。凝聚了作者李泽厚先生多年研究，他把中国人古往今来对美的感觉玲珑剔透地展现在大家眼前，如斯感性，如斯亲切。今配以精美的插图，本书就更...
文学回忆录（全2册）,豆瓣图书标签: 人文,木心 讲述、陈丹青 笔录 / 广西师范大学出版社 / 2013-1-10 / 98.00元,(27509人评价),"文学是可爱的。生活是好玩的。艺术是要有所牺牲的。
八十年代末，木心客居纽约时期，亦自他恢复写作、持续出书以来，纽约地面的大陆和台湾同行在异国谋饭之中，居然促..."
万古江河,豆瓣图书标签: 人文,许倬云 / 理想国|湖南人民出版社 / 2017-12-1 / 68.00,(580人评价),"★ 与余英时、黄仁宇、杨联陞、何炳棣、张光直比肩的海外华裔史学大家中国通史力作
★ 第三届“文津图书奖”获奖作品
★余英时、姚大力、葛兆光、王子今、许纪霖、..."
西南联大英文课,豆瓣图书标签: 人文,"陈福田 (作者)、胡晓凯 (编者, 丛书主编) / 罗选民 / 中译出版社 / 2017-3-1 / 78.00",(687人评价),"一、品读八十年前民国英文课本，感受联大通识教育独特魅力。
1 《西南联大英文课》原名《大学一年级英文教本》，是西南联大时期（1937-1946）大一学生的英..."
枪炮、病菌与钢铁,豆瓣图书标签: 人文,[美] 贾雷德·戴蒙德 / 谢延光 / 上海世纪出版集团 / 2006-4-1 / 45.00元,(23214人评价),为什么是欧亚大陆人征服、赶走或大批杀死印第安人、澳大利亚人和非洲人，而不是相反？为什么么小麦和玉米、牛和猪以及现代世界的其他一些“不了起的”作物和牲畜出现在...
人类群星闪耀时,豆瓣图书标签: 人文,斯蒂芬·茨威格 / 张伟 / 北京出版社 / 2005-1 / 25.00元,(4897人评价),"这本茨威格的名著被介绍到中国已经几十年了，我们这次重新翻译、约请历史学者撰写背景资料再重新出版，更多的意义是想透过文字让读者认识到：
　　一、茨威格眼中的英..."
人间草木,豆瓣图书标签: 人文,汪曾祺 / 江苏文艺出版社 / 2005-01 / 20.00元,(10162人评价),"《人间草木》(汪曾祺著)是汪曾祺优秀的散文集。当代文坛上,能同时在小说和散文两块田地里经营,且自成一家的并不多,汪曾祺先生算是其中的一个。汪曾祺先生是公认的..."
俗世奇人,豆瓣图书标签: 人文,冯骥才 / 作家出版社 / 2008-12 / 18.00元,(11568人评价),《俗世奇人(修订版)》由19个短篇小说连缀构成，各篇文字极精短，半文半白，带有“三言两拍”笔意，作品的风格也接近古典传奇色彩，取话本文学旨趣。书中所讲之事，...
天真的人类学家,豆瓣图书标签: 人文,[英] 奈吉尔·巴利 / 何颖怡 / 广西师范大学出版社 / 2011-7 / 35.00元,(5981人评价),本书诚实但又不失风趣地记录了作为人类学家的作者在非洲喀麦隆多瓦悠人村落两次进行田野工作的经历，将人类学家如何克服乏味、灾难、生病与敌意的真实田野生活拍案叫绝...
天空的另一半,豆瓣图书标签: 人文,[美] 尼可拉斯·D.克里斯多夫、[美]雪莉·邓恩 / 吴茵茵 / 浙江人民出版社 / 2014-5 / 39.80元,(5935人评价),"“过去50年来，在世界范围内遭到杀害的女孩，比整个20世纪死于所有战争的男性还要多。仅仅因为她们的性别。”
在普利策新闻奖得主尼可拉斯·D.克里斯多夫和雪莉..."
中国大历史,豆瓣图书标签: 人文,黄仁宇 / 生活·读书·新知三联书店 / 2007-2 / 19.00元,(22898人评价),中国历史典籍浩如烟海，常使初学者不得其门而入。作者倡导“大历史”（macro-history），主张利用归纳法将现有史料高度压缩，先构成一个简明而前后连贯的...
谈美,豆瓣图书标签: 人文,朱光潜 / 广西师范大学出版社 / 2004-11 / 13.80,(5846人评价),本书是朱光潜先生建立其早期美学理论体系的重要著作之一。全书从“谈美”“免俗”，“人心净化”的目标出发，顺着美从哪里来，美是什么及美的特点这一脉络层层展开，娓...
上瘾五百年,豆瓣图书标签: 人文,[美] 戴维·考特莱特 / 薛绚 / 中信出版社 / 2014-8 / 38.00,(2838人评价),"【内容简介】
写给容易上瘾、关注瘾品，对瘾品的历史感兴趣的读者。
早起喝一杯咖啡，疲倦时点一支烟，聚会时来一瓶可乐，你对这些习惯上瘾吗？
酒精、烟草、咖啡因..."
北欧，冰与火之地的寻真之旅,豆瓣图书标签: 人文,[英] 迈克尔·布斯 / 梁卿 / 生活·读书·新知三联书店 / 2016-1 / 58.00元,(3213人评价),1539年，在奥拉斯 • 马格努斯绘制的《海图》中， 这里还是一片海上巨怪频出的边陲之境，沉睡近500年之后，一跃成为地球上幸福感最为强烈的地区，仅剩天堂可...
至味在人间,豆瓣图书标签: 人文,陈晓卿 / 广西师范大学出版社 / 2016-1 / 38.00元,(5782人评价),"大隐于市的美食，散落江湖的佳肴，东奔西走，只为吃口热乎的；
一个人的饭馆，每个人的珍珠翡翠白玉汤，南来北往，至味只在人与人之间。
《至味在人间》是一个美食爱..."
﻿狂想人生,豆瓣图书标签: 音乐,[英] 马克·布莱克 / 席虎牙 / 北京联合出版公司/雅众文化 / 2019-6 / 78.00,(195人评价),"★★★
生活不是玫瑰铺就，它的航行从不愉悦
在舞台上燃尽华丽一生，
唱响音乐与生命交织的狂想曲
发行3亿张唱片、揽获格莱美终身成就奖、入选摇滚名人堂和词曲作..."
聆听音乐,豆瓣图书标签: 音乐,[美] 克雷格·莱特(Craig Wright) / 余志刚、李秀军 / 生活·读书·新知三联书店 / 2012-4-1 / 88.00元,(1241人评价),这是一部不可多得的音乐欣赏指南，帮助读者理解任何时代及文化中的音乐，发展和提炼聆听技巧。阅读后你将会发现自己前所未有的、快乐、自信的聆听和感受音乐。
如何听爵士,豆瓣图书标签: 音乐,[美] 特德·焦亚 / 孙新恺 / 北京联合出版公司  未读·艺术家 / 2018-5-1 / 45.00元,(455人评价),"爵士乐的精髓何在？我们该如何品鉴大师级的演奏？即兴演奏就是随意发挥吗？为什么听、如何听、听什么、听谁的，有关爵士乐的种种疑问，你都将在这里找到答案。
美国杰..."
音乐的极境,豆瓣图书标签: 音乐,[美]爱德华·W.萨义德 / 庄加逊 / 广西师范大学出版社 / 2019-6 / 75.00,(11人评价),"从古尔德、波利尼、布伦德尔，到普莱亚、席夫、鲁普；从切利比达克，到巴伦博伊姆、莱文；从巴赫、莫扎特、贝多芬，到瓦格纳、欣德米特、布列兹……
萨义德以专深音乐..."
认识乐理,豆瓣图书标签: 音乐,[美]布鲁斯·本沃德、芭芭拉·加维·杰克逊、布鲁斯·R·杰克逊 / 蒋瑀 / 北京联合出版公司·后浪出版公司 / 2016-7 / 68.00元,(175人评价),"不管学习哪种乐器，乐理知识必不可少！
无需音乐基础，从零开始，轻松走进音乐世界！
..................
※编辑推荐※
☆ 美国高校经典教材，..."
音乐即自由,豆瓣图书标签: 音乐,[日] 坂本龙一 / 何启宏 / 中信出版集团/楚尘文化 / 2017-4-1 / 48.00元,(1636人评价),本书是日本著名音乐大师坂本龙一唯一口述自传。幼时的坂本龙一，因为饲养小白兔而作的一曲《小兔之歌》，使他第一次强烈地体会到音乐带来的喜悦。青年时，他是一名彻头...
我们都是有歌的人,豆瓣图书标签: 音乐,姚谦 / 中信出版集团 / 2019-4 / 49.8,(138人评价),"编辑推荐
◆一代人情感的守望者、华语乐坛标志人物姚谦代表作，首度畅谈歌词与情感的隐秘关系
资深音乐产业管理者/ 最懂女人心金牌音乐人/顶尖作词家——姚谦，纵..."
只是孩子,豆瓣图书标签: 音乐,[美] 帕蒂·史密斯 / 刘奕 / 理想国 | 广西师范大学出版社 / 2017-1 / 65.00元,(1979人评价),"这是爱的夏天，也是躁动的夏天，一次在布鲁克林的偶遇，将两个年轻人引向了艺术、奉献和启蒙的道路。
日后，帕蒂·史密斯会成为一名诗人和表演者，罗伯特·梅普尔索普..."
听音乐（插图第6版）,豆瓣图书标签: 音乐,罗杰·凯密恩（Roger Kamien） / 王美珠、洪崇焜、陈美鸾、杨湘玲 / 世界图书出版公司 / 2008-6 / 78.00元,(1377人评价),"作为一部多次再版的古典与现代音乐教科书，罗杰·凯密恩的《听音乐》以其独特的角度为读者展现了音乐的魅力。
作者首先介绍了掌握音乐的一些基本乐理与技巧，并通过各..."
乐理自学指南,豆瓣图书标签: 音乐,（美）布林霍尔 / 樊建勤 / 人民音乐出版社 / 2000-3 / 14.00元,(90人评价),《乐理自学指南》由人民音乐出版社出版，内容包括：谱表、线、间、高音谱表、高音谱表的线、高音谱表的间、比纵线、音名测验、纸音谱表、低音谱表线、低音谱表的音、大...
如何假装懂音乐,豆瓣图书标签: 音乐,王硕、储智勇 / 北京联合出版公司 / 2019-7 / 49.8,(122人评价),《如何假装懂音乐》是中国最早也最具影响力的音乐自媒体“坏蛋调频”主理人王硕和储智勇二十年乐评生涯的集大成之作，用轻松幽默讲故事的风格，带领读者回顾了20世纪...
西方文明中的音乐,豆瓣图书标签: 音乐,[美]保罗•亨利•朗 / 张洪岛、杨燕迪、汤亚汀、杨燕迪 校 / 广西师范大学出版社 / 2014-6 / 198.00元,(213人评价),如书名所示，《西方文明中的音乐》旨在以“西方文明”为整体舞台，展示音乐艺术在近三千年（自古希腊至20世纪初）的漫长历程中所扮演的戏剧性角色。由此出发，《西方...
来自民间的叛逆,豆瓣图书标签: 音乐,袁越 / 新星出版社 / 2018-11-6 / 98.00,(175人评价),这是一部关于美国民歌发展历程的浩荡之作。看一种音乐形式如何与历史时代交织前行，塑造了一代人的精神气质，并将影响延续至今。这也是一本民谣听歌指南。跟随作者的娓...
乐之本事,豆瓣图书标签: 音乐,焦元溥 / 广西师范大学出版社 / 2015-8-1 / CNY 58.00,(1902人评价),如果你对古典音乐有兴趣，或准备想要进一步了解它，希望这本书能够提供协助；如果你对古典音乐没有兴趣，这本书有丰富的故事和知识，翻翻看看，或许也能触类旁通；如果...
即兴,豆瓣图书标签: 音乐,德里克·贝利 / 韦玮、金运丰 / 中国美术学院出版社 / 2019-5 / 42.00元,(27人评价),《即兴：其本质与音乐实践》是英国先锋吉他演奏者及自由即兴运动先驱人物德里克·贝利的唯一著作，是音乐领域第一本也是最重要的一本专注于讨论即兴音乐本质的著作。通...
小夜曲,豆瓣图书标签: 音乐,[英] 石黑一雄 / 张晓意 / 上海译文出版社 / 2011-4 / 27.00元,(5295人评价),本书是作者的第一部短篇集，全书以音乐为线索，由五个看似独立却又相互关联的故事组成。故事的主要人物都同音乐情牵相关：郁郁不得志的餐厅乐手，风光不再的过气歌星，...
哥德尔、艾舍尔、巴赫,豆瓣图书标签: 音乐,[美] 侯世达 / 严勇、刘皓明、莫大伟 / 商务印书馆 / 1997-5 / 88.00元,(5674人评价),集异璧－GEB，是数学家哥德尔、版画家艾舍尔、音乐家巴赫三个名字的前缀。《哥德尔、艾舍尔、巴赫书：集异璧之大成》是在英语世界中有极高评价的科普著作，曾获得普...
爵士乐如何思考,豆瓣图书标签: 音乐,[美]保罗·F.伯利纳 / 任达敏 / 译林出版社 / 2019-8 / 188,(少于10人评价),人们通常认为，爵士乐是一种即兴演奏的艺术。即便是两位素不相识的爵士乐手，只要一同登台，就能演奏出一连串和谐而美妙的音符。这些精彩绝伦的乐思，究竟是如何产生的...
来自民间的叛逆,豆瓣图书标签: 音乐,袁越 / 南京大学出版社 / 2008-8 / 78.00元,(1362人评价),本书以近似说书的方式记录了上百个民歌手的经历，书写了美国的民歌历史。从学者艾伦·洛马克斯到铅肚皮，从民权斗士乔·希尔到流浪民谣歌手伍迪·格斯里，从左派民歌手...
地下乡愁蓝调,豆瓣图书标签: 音乐,马世芳 / 广西师范大学出版社 / 2007-10 / 34.00元,(5054人评价),"这不仅仅是一本乐评集。
这是一本披着音乐外衣的青春事件簿，一部关于已逝年代的往事纪念册。
一九七一年，史上最伟大的摇滚乐团披头士已经解散；乐史""三J”——吉..."
﻿642幅可画的画,豆瓣图书标签: 绘画,美国编年出版社 (Chronicle Books) / 徐阳 / 后浪 | 湖南美术出版社 / 2019-8 / 55.00元,(78人评价),"随心所欲画出脑洞，释放你所有无处安放的想象力
◎ 编辑推荐
☆长踞美国图书畅销排行榜
☆风靡全美的艺术创意冒险书
☆亚马逊读者五星好评全力推荐
☆手账爱好者..."
病玫瑰,豆瓣图书标签: 绘画,[英] 理查德·巴奈特 / 郭腾杰 / 理想国丨世界图书出版广东有限公司 / 2019-7 / 198.00元,(74人评价),"安能无恙！10种流行疾病挑战你的“审美底线”
豆瓣评分9.4纪录片《手术两百年》推荐
◎内容简介
《病玫瑰》的书名源自威廉•布莱克的同名诗作。书中收录了自1..."
素描的诀窍,豆瓣图书标签: 绘画,伯特·多德森 / 蔡强 / 上海人民美术出版社 / 2005-3 / 28.00元,(2477人评价),《素描的诀窍》中的每一章都包含一些设计，这些设计是让读者对所讨论的诀窍进行运用。每章的最后都有一个回顾及设计自我评估部分。这些设计都有的放矢，要求在一定时间...
观看的技艺,豆瓣图书标签: 绘画,[奥地利] 莱内·马利亚·里尔克 / 光哲 / 商务印书馆 / 2019-7 / 55,(83人评价),里尔克看到塞尚的画作，大为震动，之后的着魔与入迷，以及他的震撼与心得，诗与思的狂喜，俱化入一封封书信里。海德格尔见到后，大为赞叹，并多方推动，终于1952年...
写给大家的西方美术史,豆瓣图书标签: 绘画,蒋勋 / 湖南美术出版社 / 2015-7-1 / CNY 68.00,(6682人评价),以时间为纬线，以各个艺术流派的艺术家及其代表性的作品为经线，回到历史现场，从史前时期的一把燧石手斧开始，围绕地中海这一世界西方美术的血脉初源，带你一路走过神...
画家之眼,豆瓣图书标签: 绘画,[美]安德鲁·路米斯 / 陈琇玲 / 北京联合出版公司 / 2016-12-1 / 39.80元,(82人评价),本书展示了天才的艺术家如何思考，高明的画家如何观察世界。同时也启示普通人如何获取灵感。这不仅是一本教你怎么绘画的书，更是一本怎么从不一样的角度去观察和思考世...
像艺术家一样思考,豆瓣图书标签: 绘画,(美)贝蒂·艾德华 / 张索娃 / 北方文艺出版社 / 2006-9 / 38.00,(1095人评价),本书用深入浅出的方式教授了绘画的5种基本技能，打破了初学者对于绘画的畏惧。作者通过建立在科学理论基础上的教学方式，证明绘画完全是一项可以学习的技能。而掌握这...
且裁风尘：颜彩手绘私享课,豆瓣图书标签: 绘画,雨湿空城 / 华中科技大学出版社 / 2019-6-1 / 69.80元,(25人评价),"生活不是缺少美而是缺少发现的眼睛。画画也可以治愈。
作者雨湿空城的画就会令你有深深的治愈感。褪去浮躁，静下心来，当我们用心去看，你会发现处处都是美景。
在本..."
30天学会绘画,豆瓣图书标签: 绘画,马克•凯斯特勒 (Mark Kistler) / 上海人民美术出版社 / 2013-1-1 / 45.00元,(737人评价),30天学会绘画，ISBN：9787532280964，作者：（美）马克·凯斯特勒 著 管锡培 译
小顾聊绘画·壹,豆瓣图书标签: 绘画,顾爷 / 中信出版社 / 2014-3 / 38.00元,(10804人评价),"☆微博最红的艺术科普作家
☆18万粉丝推崇备至的艺术长微博
☆数十个穿越时空的e时代笑点
☆形似ppt的精简艺术故事展演
☆脱口秀一般充满诱惑力的旁白解说
..."
永山裕子的水彩心得,豆瓣图书标签: 绘画,[日] 永山裕子 / 婠婠 / 后浪丨湖南美术出版社 / 2019-6 / 60.00元,(32人评价),"水彩大师永山裕子多年绘画心得汇粹，
从思考到描绘，25个要点精准透析！
◎ 编辑推荐
☆ 掌握基础、学习技巧，开创自己的绘画风格
跟随作者全面学习艺术创作的..."
造境记,豆瓣图书标签: 绘画,曾仁臻（鱼山饭宽） / 广西师范大学出版社 / 2019-3 / 118.00元,(247人评价),"幻园•山间•草间•字间——豆瓣人气建筑师鱼山自选代表作252幅，首度结集。
周作人形容《幽梦影》：“既是那样的旧，又是那样的新。”这话放在鱼山的画也恰切的。..."
手术剧场,豆瓣图书标签: 绘画,[英] 理查德·巴奈特 / 郭腾杰 / 理想国丨世界图书出版广东有限公司 / 2019-7 / 198.00元,(33人评价),"刀下留人！一部看着都“疼”的西方医学史
豆瓣评分9.4纪录片《手术两百年》推荐
470幅手术、解剖与器械图像，重现外科学的变革时代
◎内容简介
手术剧场——..."
隐秘的知识,豆瓣图书标签: 绘画,[英] 大卫·霍克尼 / 万木春、张俊、兰游利等 / 浙江美术出版社 / 2012-12 / 250.00元,(469人评价),"""《隐秘的知识——重新发现西方绘画大师的失传技艺》最初发表就引起了轰动。大卫·霍克尼在这本书中提出了一个吸引人的理论，不仅指出西方一些伟大的艺术作品是借助镜..."
伯里曼人体结构绘画教学,豆瓣图书标签: 绘画,[美] 乔治·伯里曼 / 晓鸥 等 / 广西美术出版社 / 2002-2 / 65.00元,(5088人评价),《伯里曼人体结构绘画教学》是一部大规模、全面的实用人体绘画指南。内容不仅包括所有的人体结构解剖学，而且还有对人体相关服饰的完整研究。画册中囊括了他毕生的素描...
理解人体形态,豆瓣图书标签: 绘画,[法] 米歇尔·洛里切拉 / 操傲文 / 后浪丨湖南美术出版社 / 2018-1 / 78.00元,(283人评价),"法国著名形态学教授倾力示范
1000多幅速写清晰展现人体素描解剖
………………
※编辑推荐※
☆ 这可能是你见过的最有速写感的人体解剖素描书，流畅的线条、自..."
如何读中国画,豆瓣图书标签: 绘画,(美) 何慕文 / 石静 / 北京大学出版社 / 2015-10-31 / 98.00,(584人评价),中国赏鉴书画的方式被称为“读画”。那么我们如何去读一幅画作呢？绘画艺术是一种视觉语言，仅靠文字不足以充分传达出画作所呈现的意境。《如何读中国画》一书，力图通...
图说中国绘画史,豆瓣图书标签: 绘画,[美]  高居翰 / 李渝 / 生活·读书·新知三联书店 / 2014-4 / 88.00元,(1683人评价),本书是1958年由瑞士人史基拉策划的一套亚洲艺术丛书之一，以编入他当时已获盛名的欧洲艺术丛书。经喜龙仁推荐，当时正在攻读博士学位的高居翰获得了写作本书的机会...
五天学会绘画,豆瓣图书标签: 绘画,[美] 贝蒂·艾德华 / 张索娃 / 北方文艺出版社 / 2010-10-01 / 39.00,(1750人评价),每个人都有灵光一闪的时刻！贝蒂博士试图用五天教会绘画的方式启发人们积极开发自己的右脑——在传统教育系统中被忽视的创造力大脑。通过五天对边线、空间、相互关系、...
向大师学绘画,豆瓣图书标签: 绘画,[美] 罗伯特•贝弗利•黑尔 / 朱岩 / 上海人民美术出版社 / 2017-1-1 / 55.00元,(63人评价),如果你想学习精深的素描技法，就应当求教于杰出的画家，譬如米开朗基罗、达·芬奇、波提切利、鲁本斯……当然，这些大师已经不能亲自向我们传授技法，但幸运的是，他们...
﻿雷雨,豆瓣图书标签: 戏剧,曹禺 / 人民文学出版社 / 1999-05 / 9.20,(44450人评价),《雷雨》所展示的是一幕人生大悲剧，是命运对人残忍的作弄。专制、伪善的家长，热情、单纯的青年，被情爱烧疯了心的魅惑的女人，痛悔着罪孽却又不自知地犯下更大罪孽的...
哈姆莱特,豆瓣图书标签: 戏剧,[英] 莎士比亚 / 朱生豪 / 人民文学出版社 / 2001-1 / 7.00元,(27500人评价),"本书是大学生必读丛书中的一册，书中以教育部全国高等学校中文学科教学指导委员会指定书目为依据，收录了英国著名作家莎士比亚先生的话剧《哈姆莱特》。
    本书..."
赖声川剧作集,豆瓣图书标签: 戏剧,赖声川 / 中信出版集团 / 2019-6 / 288.00,(75人评价),这是赖声川剧作在国内首次集结出版。包含《如梦之梦》《暗恋桃花源》《宝岛一村》《十三角关系》《在那遥远的地方，一粒沙》《水中之书》《圆环物语》《红色的天空》《...
哈姆雷特,豆瓣图书标签: 戏剧,威廉·莎士比亚 (William Shakespeare) / 朱生豪 / 译林出版社 / 2013-12-1 / CNY 22.00,(1414人评价),《哈姆雷特》是莎士比亚悲剧中的代表作品，这部作品创作于1602年。在思想内容上达到了前所未有的深度和广度，深刻的揭示出封建末期社会的罪恶与本质特征。其中如父...
麦克白,豆瓣图书标签: 戏剧,威廉·莎士比亚 / 朱生毫 / 大众文艺出版社 / 2008 / 22.00元,(2670人评价),《麦克白》内容简介：苏格兰国王邓肯的表弟麦克白将军，为国王平叛和抵御入侵立功归来，路遇三个女巫。女巫对他说了一些预言和隐语，说他将进爵为王，但他并无子嗣能继...
玩偶之家,豆瓣图书标签: 戏剧,易卜生 / 劉森堯 / 書林 / 2001-12 / 新台币180元,(2402人评价),"《玩偶之家》是对于资本主义私有制下的婚姻关系、对于资产阶级的男权中心思想的一篇义正辞严的控诉书。
女主人娜拉表面上是一个未经世故开凿的青年妇女，一贯被人唤作..."
梅耶荷德谈话录,豆瓣图书标签: 戏剧,[俄]梅耶荷德 / 童道明 编译 / 商务印书馆 / 2019-6 / 69元,(17人评价),"★ 一代戏剧大师思想与艺术观念的精粹。
◎内容简介
本书萃取了一代戏剧大师梅耶荷德艺术生涯最后五年思想与艺术观念的精华。从演员修养到舞台调度，梅耶荷德在实践..."
主角,豆瓣图书标签: 戏剧,陈彦 / 作家出版社 / 2018-1 / CNY 85.00,(566人评价),《主角》是一部动人心魄的命运之书。作者以扎实细腻的笔触，尽态极妍地叙述了秦腔名伶忆秦娥近半个世纪人生的兴衰际遇、起废沉浮，及其与秦腔及大历史的起起落落之间的...
长夜漫漫路迢迢,豆瓣图书标签: 戏剧,[美] 尤金·奥尼尔 / 乔志高 / 猫头鹰文化·四川文艺出版社 / 2017-5 / 35.00元,(913人评价),1939年夏天，大战阴影笼罩的旧金山，在一座俯视着湾区、名为“道庵”的房子里，已经获得诺贝尔文学奖的奥尼尔，开始撰写在内心深藏多年的自传戏《长夜漫漫路迢迢》...
牡丹亭,豆瓣图书标签: 戏剧,汤显祖 / 人民文学出版社 / 1963-4-1 / 14.50,(7431人评价),"《牡丹亭》是明代大曲家汤显祖的代表作，这时作家的思想
和艺术都已经成熟。明代话本小说《杜丽娘慕色还魂》为《牡丹亭》提供了基本情节。《牡丹亭》在《惊梦》《寻梦..."
等待戈多,豆瓣图书标签: 戏剧,[爱尔兰] 萨缪尔·贝克特 / 施咸荣 / 人民文学出版社 / 2002-1 / 6.80元,(5825人评价),《等待戈多》写的是发生在两个黄昏的事情，但是没有什么情节可言。主角是两个流浪汉，背景是一片荒野，路旁只有一棵枯树，两个流浪汉就是树下等待着一个叫戈多的人。他...
仲夏夜之梦,豆瓣图书标签: 戏剧,[英] 莎士比亚 / 朱生豪 / 中国国际广播出版社 / 2001-6 / 7.50元,(4818人评价),《仲夏夜之梦》的内容以雅典统治者提修斯公爵的婚姻为中心，由两对青年男女的爱情纠葛、妖精王和王妃的矛盾和解、雅典一群工人为公爵婚礼献演戏剧等共同纺织一场妙趣横...
